split,class,filename,filepath,file_size_kb,width,height,aspect_ratio,channels,format,r_mean,g_mean,b_mean,h_mean,s_mean,v_mean,is_corrupt
train,grapes,Image_100.jpeg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_100.jpeg,134.69921875,2000,1333,1.5004,3,JPEG,235.06,237.06,203.7,11.55,44.73,237.36,False
train,grapes,Image_11.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_11.jpg,301.087890625,1316,1600,0.8225,3,JPEG,115.94,117.91,110.3,68.26,85.98,135.48,False
train,grapes,Image_12.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_12.jpg,269.115234375,1600,1200,1.3333,3,JPEG,144.67,103.86,96.12,109.85,133.49,149.5,False
train,grapes,Image_13.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_13.jpg,1518.626953125,1667,1191,1.3997,3,JPEG,119.27,139.84,70.13,45.72,190.56,150.83,False
train,grapes,Image_14.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_14.jpg,1788.083984375,1130,1699,0.6651,3,JPEG,117.35,146.22,56.37,43.15,164.49,146.76,False
train,grapes,Image_15.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_15.jpg,428.4150390625,1920,1440,1.3333,3,JPEG,132.99,143.63,94.15,51.96,116.22,155.07,False
train,grapes,Image_16.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_16.jpg,260.4111328125,1600,1067,1.4995,3,JPEG,113.65,114.14,81.37,60.61,94.73,124.79,False
train,grapes,Image_17.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_17.jpg,641.634765625,1200,1600,0.75,3,JPEG,97.77,116.73,44.39,39.48,169.71,120.41,False
train,grapes,Image_18.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_18.jpg,191.30859375,1600,1200,1.3333,3,JPEG,79.03,87.97,69.35,71.83,109.55,96.79,False
train,grapes,Image_19.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_19.jpg,75.41015625,700,525,1.3333,3,JPEG,135.04,71.99,78.02,117.06,134.25,135.07,False
train,grapes,Image_2.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_2.jpg,209.9375,1060,1600,0.6625,3,JPEG,137.52,130.1,117.18,56.78,71.91,147.5,False
train,grapes,Image_20.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_20.jpg,30.8642578125,391,600,0.6517,3,JPEG,205.15,187.04,190.17,53.81,49.21,205.23,False
train,grapes,Image_21.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_21.jpg,180.6220703125,1992,2571,0.7748,3,JPEG,224.22,223.79,186.11,11.93,57.9,224.72,False
train,grapes,Image_22.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_22.jpg,92.7841796875,550,550,1.0,3,JPEG,117.3,115.05,86.8,58.11,111.75,128.83,False
train,grapes,Image_23.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_23.jpg,1120.875,3872,2592,1.4938,3,JPEG,96.94,100.85,55.11,32.06,114.48,106.31,False
train,grapes,Image_24.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_24.jpg,3622.4013671875,2692,1540,1.7481,3,JPEG,155.64,180.55,91.16,46.41,142.39,182.16,False
train,grapes,Image_25.jpeg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_25.jpeg,6137.494140625,3648,2736,1.3333,3,JPEG,108.67,121.5,108.91,78.09,114.67,141.39,False
train,grapes,Image_26.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_26.jpg,393.2685546875,1600,1200,1.3333,3,JPEG,114.3,131.19,41.14,37.3,191.39,133.24,False
train,grapes,Image_27.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_27.jpg,438.880859375,1200,1800,0.6667,3,JPEG,98.39,114.28,64.8,53.27,123.03,122.07,False
train,grapes,Image_28.jpeg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_28.jpeg,148.5673828125,1280,960,1.3333,3,JPEG,59.26,65.2,57.6,68.75,116.74,78.27,False
train,grapes,Image_29.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_29.jpg,3271.2568359375,2000,3000,0.6667,3,JPEG,136.07,158.66,106.8,55.26,139.22,171.27,False
train,grapes,Image_3.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_3.jpg,177.955078125,1400,1000,1.4,3,JPEG,146.83,134.7,95.95,54.43,114.23,159.26,False
train,grapes,Image_30.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_30.jpg,282.119140625,1200,900,1.3333,3,JPEG,161.67,141.17,57.49,40.78,175.43,163.38,False
train,grapes,Image_31.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_31.jpg,30.279296875,476,278,1.7122,3,JPEG,198.29,213.24,148.48,26.52,94.39,213.33,False
train,grapes,Image_32.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_32.jpg,29.546875,625,350,1.7857,3,JPEG,112.66,129.55,101.58,83.26,117.93,148.32,False
train,grapes,Image_33.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_33.jpg,184.5703125,1000,781,1.2804,3,JPEG,96.51,125.98,85.98,73.54,121.83,132.98,False
train,grapes,Image_34.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_34.jpg,333.6611328125,1600,1200,1.3333,3,JPEG,108.67,92.66,60.47,64.15,139.06,120.39,False
train,grapes,Image_35.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_35.jpg,1229.2783203125,1000,1333,0.7502,3,JPEG,98.2,113.13,58.74,41.71,144.14,113.96,False
train,grapes,Image_36.JPG,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_36.JPG,514.9140625,899,1600,0.5619,3,JPEG,122.89,131.84,117.44,85.72,88.98,147.48,False
train,grapes,Image_37.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_37.jpg,341.580078125,1600,1066,1.5009,3,JPEG,104.06,112.09,70.03,61.01,160.95,126.44,False
train,grapes,Image_38.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_38.jpg,188.24609375,1600,1200,1.3333,3,JPEG,113.32,120.78,83.91,60.82,99.53,129.29,False
train,grapes,Image_39.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_39.png,1459.533203125,2190,1280,1.7109,3,PNG,207.34,211.73,161.9,15.48,84.43,211.91,False
train,grapes,Image_4.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_4.jpg,273.083984375,1200,1049,1.1439,3,JPEG,99.99,96.2,80.06,71.87,92.18,111.75,False
train,grapes,Image_40.jpeg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_40.jpeg,54.02734375,616,463,1.3305,3,JPEG,100.15,99.82,77.55,66.38,97.15,110.74,False
train,grapes,Image_41.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_41.jpg,6011.8427734375,5184,3456,1.5,3,JPEG,182.22,155.54,156.7,67.14,67.94,182.23,False
train,grapes,Image_42.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_42.jpg,84.837890625,1000,586,1.7065,3,JPEG,173.03,182.14,101.82,27.92,131.85,190.19,False
train,grapes,Image_43.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_43.jpg,56.169921875,600,600,1.0,3,JPEG,119.55,122.79,119.03,45.38,48.25,130.05,False
train,grapes,Image_44.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_44.jpg,117.7802734375,650,849,0.7656,3,JPEG,110.91,120.63,77.49,68.08,131.0,132.54,False
train,grapes,Image_45.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_45.png,459.1796875,872,488,1.7869,3,PNG,198.84,210.81,111.93,30.43,135.4,211.19,False
train,grapes,Image_46.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_46.jpg,2058.13671875,3600,2204,1.6334,3,JPEG,124.05,81.5,87.63,118.25,118.83,126.68,False
train,grapes,Image_47.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_47.jpg,39.0947265625,500,500,1.0,3,JPEG,190.28,194.23,184.77,36.51,43.0,197.85,False
train,grapes,Image_48.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_48.jpg,96.9189453125,1500,1500,1.0,3,JPEG,230.91,236.57,195.84,12.4,53.04,236.62,False
train,grapes,Image_49.JPG,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_49.JPG,174.3994140625,648,864,0.75,3,JPEG,120.14,107.26,79.04,51.57,124.16,127.82,False
train,grapes,Image_5.jpeg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_5.jpeg,134.69921875,2000,1333,1.5004,3,JPEG,235.06,237.06,203.7,11.55,44.73,237.36,False
train,grapes,Image_50.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_50.jpg,615.8818359375,1440,1920,0.75,3,JPEG,101.12,91.92,70.74,71.33,117.09,106.65,False
train,grapes,Image_51.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_51.jpg,255.658203125,2291,2231,1.0269,3,JPEG,216.29,227.18,157.58,21.38,87.6,227.2,False
train,grapes,Image_52.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_52.jpg,678.50390625,1200,1600,0.75,3,JPEG,112.25,113.96,67.5,46.28,133.35,125.64,False
train,grapes,Image_53.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_53.jpg,1054.8984375,3888,2592,1.5,3,JPEG,92.45,96.87,39.62,55.27,189.88,108.33,False
train,grapes,Image_54.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_54.jpg,365.837890625,1000,766,1.3055,3,JPEG,192.53,168.51,174.86,83.41,47.25,192.85,False
train,grapes,Image_55.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_55.jpg,1757.8466796875,1440,1635,0.8807,3,JPEG,91.87,98.67,68.18,58.95,141.9,111.63,False
train,grapes,Image_56.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_56.jpg,440.4677734375,1200,896,1.3393,3,JPEG,188.86,193.22,186.39,43.27,33.74,198.75,False
train,grapes,Image_57.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_57.jpg,94.7978515625,605,650,0.9308,3,JPEG,113.56,129.3,87.38,55.89,113.31,139.12,False
train,grapes,Image_58.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_58.jpg,412.966796875,2048,1367,1.4982,3,JPEG,144.29,147.69,103.66,55.53,98.92,158.5,False
train,grapes,Image_59.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_59.jpg,54.412109375,1380,1024,1.3477,3,JPEG,90.53,116.45,49.38,48.58,181.32,117.98,False
train,grapes,Image_6.JPG,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_6.JPG,447.9677734375,1600,1200,1.3333,3,JPEG,98.32,99.03,91.29,90.06,98.06,115.75,False
train,grapes,Image_60.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_60.jpg,378.6767578125,2048,1367,1.4982,3,JPEG,169.33,171.18,151.8,60.97,54.28,178.79,False
train,grapes,Image_61.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_61.jpg,150.6552734375,1024,768,1.3333,3,JPEG,128.0,134.79,143.2,85.67,79.11,155.13,False
train,grapes,Image_62.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_62.jpg,141.10546875,500,400,1.25,3,JPEG,178.65,181.27,179.95,48.39,50.51,191.17,False
train,grapes,Image_63.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_63.jpg,12641.5078125,5760,3840,1.5,3,JPEG,155.37,147.33,90.61,23.74,125.29,156.11,False
train,grapes,Image_64.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_64.jpg,1212.583984375,3000,2000,1.5,3,JPEG,108.19,99.73,60.53,34.63,114.77,110.19,False
train,grapes,Image_65.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_65.jpg,7835.8037109375,2400,3600,0.6667,3,JPEG,100.43,128.59,92.87,65.21,159.34,142.36,False
train,grapes,Image_66.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_66.jpg,518.662109375,1500,1500,1.0,3,JPEG,99.7,111.05,81.02,76.17,130.96,127.01,False
train,grapes,Image_67.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_67.jpg,275.703125,1000,909,1.1001,3,JPEG,202.24,192.47,155.43,13.33,82.47,203.99,False
train,grapes,Image_68.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_68.jpg,81.23828125,480,480,1.0,3,JPEG,189.6,180.01,182.72,56.19,35.23,191.05,False
train,grapes,Image_69.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_69.jpg,61.357421875,700,350,2.0,3,JPEG,107.02,112.72,90.81,53.97,107.08,125.56,False
train,grapes,Image_7.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_7.png,492.822265625,872,497,1.7545,3,PNG,210.07,215.31,117.13,26.59,128.5,215.47,False
train,grapes,Image_70.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_70.jpg,396.2783203125,1000,620,1.6129,3,JPEG,205.98,188.11,175.79,33.86,60.73,208.64,False
train,grapes,Image_71.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_71.jpg,882.763671875,1500,810,1.8519,3,JPEG,147.46,148.05,103.95,44.87,103.34,158.54,False
train,grapes,Image_72.JPG,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_72.JPG,489.98828125,1200,1600,0.75,3,JPEG,110.93,142.78,83.59,53.99,128.22,144.89,False
train,grapes,Image_73.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_73.jpg,724.7939453125,3008,2000,1.504,3,JPEG,110.65,109.92,88.02,52.96,72.4,119.38,False
train,grapes,Image_74.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_74.jpg,330.765625,1600,1067,1.4995,3,JPEG,221.92,225.04,178.13,21.28,64.68,225.56,False
train,grapes,Image_75.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_75.jpg,5171.701171875,5472,3648,1.5,3,JPEG,139.69,139.5,23.77,29.91,221.93,144.65,False
train,grapes,Image_76.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_76.jpg,660.771484375,1680,2240,0.75,3,JPEG,120.19,126.85,77.17,61.58,133.57,136.1,False
train,grapes,Image_77.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_77.jpg,173.0048828125,500,357,1.4006,3,JPEG,135.02,114.63,70.58,62.73,135.7,141.14,False
train,grapes,Image_78.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_78.jpg,129.283203125,1200,900,1.3333,3,JPEG,130.75,137.54,110.64,56.94,66.56,141.84,False
train,grapes,Image_79.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_79.jpg,191.7177734375,1600,1067,1.4995,3,JPEG,129.23,127.82,68.27,32.5,129.07,134.66,False
train,grapes,Image_8.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_8.jpg,185.9033203125,1280,720,1.7778,3,JPEG,121.24,124.3,87.68,58.48,90.48,131.53,False
train,grapes,Image_80.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_80.jpg,238.00390625,1200,1800,0.6667,3,JPEG,114.88,121.25,103.43,68.34,77.72,133.48,False
train,grapes,Image_81.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_81.jpg,181.0947265625,1024,768,1.3333,3,JPEG,88.99,109.71,116.3,88.62,103.62,133.46,False
train,grapes,Image_82.JPG,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_82.JPG,353.4716796875,1200,1600,0.75,3,JPEG,107.65,102.38,102.45,104.65,93.65,126.45,False
train,grapes,Image_83.JPG,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_83.JPG,400.23828125,1200,1600,0.75,3,JPEG,119.32,115.99,103.32,66.91,73.68,129.34,False
train,grapes,Image_84.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_84.jpg,256.677734375,1200,720,1.6667,3,JPEG,89.76,94.25,59.98,72.29,177.28,118.17,False
train,grapes,Image_85.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_85.jpg,57.673828125,590,350,1.6857,3,JPEG,116.16,118.16,43.24,48.75,174.5,129.94,False
train,grapes,Image_86.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_86.jpg,219.5673828125,1566,1053,1.4872,3,JPEG,151.73,145.3,146.9,99.25,55.38,156.01,False
train,grapes,Image_87.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_87.png,170.134765625,356,250,1.424,3,PNG,145.54,128.77,143.3,128.82,69.9,153.54,False
train,grapes,Image_88.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_88.jpg,45.548828125,1000,741,1.3495,3,JPEG,217.04,219.91,178.17,14.98,68.23,220.11,False
train,grapes,Image_89.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_89.jpg,152.404296875,924,616,1.5,3,JPEG,94.82,110.21,122.9,77.73,98.24,136.07,False
train,grapes,Image_9.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_9.jpg,16.646484375,300,300,1.0,3,JPEG,87.47,119.89,69.81,68.3,119.67,123.15,False
train,grapes,Image_90.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_90.jpg,68.1845703125,1000,689,1.4514,3,JPEG,183.0,171.61,183.66,64.56,54.18,187.46,False
train,grapes,Image_91.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_91.jpg,2168.4970703125,5184,3456,1.5,3,JPEG,133.61,133.8,126.44,62.83,61.42,142.81,False
train,grapes,Image_92.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_92.jpg,2833.1064453125,4272,2848,1.5,3,JPEG,91.7,92.41,95.83,80.33,41.39,100.61,False
train,grapes,Image_93.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_93.jpg,17.2744140625,450,331,1.3595,3,JPEG,194.17,191.77,200.04,56.97,23.0,200.96,False
train,grapes,Image_94.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_94.jpg,191.9794921875,1024,750,1.3653,3,JPEG,180.86,171.22,164.08,90.75,52.23,185.12,False
train,grapes,Image_95.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_95.jpg,161.3681640625,1156,758,1.5251,3,JPEG,94.79,87.96,59.88,74.82,134.1,103.59,False
train,grapes,Image_96.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_96.jpg,392.091796875,999,694,1.4395,3,JPEG,201.54,190.74,177.41,50.36,57.67,204.3,False
train,grapes,Image_97.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_97.jpg,209.9375,1060,1600,0.6625,3,JPEG,137.52,130.1,117.18,56.78,71.91,147.5,False
train,grapes,Image_98.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_98.jpg,177.955078125,1400,1000,1.4,3,JPEG,146.83,134.7,95.95,54.43,114.23,159.26,False
train,grapes,Image_99.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\grapes\Image_99.jpg,273.083984375,1200,1049,1.1439,3,JPEG,99.99,96.2,80.06,71.87,92.18,111.75,False
train,jalepeno,Image_1.jpeg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_1.jpeg,65.9267578125,1050,700,1.5,3,JPEG,94.03,109.45,74.51,53.17,107.04,116.55,False
train,jalepeno,Image_10.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_10.jpg,1146.9755859375,2592,1944,1.3333,3,JPEG,64.37,103.38,23.1,45.51,217.43,103.46,False
train,jalepeno,Image_100.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_100.jpg,132.849609375,1024,1120,0.9143,3,JPEG,119.0,138.61,88.44,44.78,124.47,147.76,False
train,jalepeno,Image_11.jpeg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_11.jpeg,127.396484375,1200,900,1.3333,3,JPEG,118.97,132.98,104.16,75.54,105.16,138.25,False
train,jalepeno,Image_12.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_12.jpg,59.9482421875,1024,768,1.3333,3,JPEG,197.69,201.26,193.34,28.32,28.76,202.27,False
train,jalepeno,Image_13.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_13.jpg,707.8642578125,4000,6000,0.6667,3,JPEG,148.03,173.66,118.52,28.99,112.66,173.79,False
train,jalepeno,Image_14.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_14.jpg,143.9677734375,1200,1692,0.7092,3,JPEG,164.37,171.76,97.33,48.63,127.01,178.02,False
train,jalepeno,Image_15.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_15.png,1486.3642578125,1200,1195,1.0042,3,PNG,98.3,121.44,89.3,62.39,122.21,128.55,False
train,jalepeno,Image_16.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_16.jpg,12.6201171875,500,375,1.3333,3,JPEG,140.59,150.68,132.32,54.51,53.32,151.08,False
train,jalepeno,Image_17.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_17.jpg,24.185546875,840,560,1.5,3,JPEG,210.92,193.02,178.38,42.5,68.06,215.01,False
train,jalepeno,Image_18.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_18.jpg,139.1884765625,900,900,1.0,3,JPEG,85.11,136.52,24.3,45.65,220.55,136.55,False
train,jalepeno,Image_19.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_19.png,38.4150390625,200,260,0.7692,3,PNG,186.4,197.38,171.39,27.33,61.38,197.49,False
train,jalepeno,Image_2.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_2.jpg,167.6552734375,1240,1548,0.801,3,JPEG,126.28,128.99,110.99,73.64,86.07,137.98,False
train,jalepeno,Image_20.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_20.jpg,466.0166015625,1400,930,1.5054,3,JPEG,116.46,121.18,75.81,40.51,137.75,135.0,False
train,jalepeno,Image_21.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_21.jpg,58.6689453125,1620,1080,1.5,3,JPEG,132.18,104.05,67.56,21.38,141.7,135.74,False
train,jalepeno,Image_22.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_22.jpg,79.8759765625,900,900,1.0,3,JPEG,99.35,115.61,76.65,86.44,132.21,126.89,False
train,jalepeno,Image_23.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_23.jpg,97.44921875,680,850,0.8,3,JPEG,119.01,141.58,83.26,50.31,126.99,141.62,False
train,jalepeno,Image_24.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\jalepeno\Image_24.jpg,128.3916015625,1160,1226,0.9462,3,JPEG,190.41,198.22,183.47,19.9,45.1,198.36,False
